cid;new_cid;channel_id;LANGUAGE;title;description;Provider_id;author;release_date;episode_count;play_count;sub_count;comment_count;categories;keywords;tags;rss_url;small_cover_url;big_cover_url
149460;0;1243585b04b658485e3f07f2a44a8ec8f16f9f26;FR (FR);Le coach sportif;découverte de sport avec Jean-Pierre Clémenceau;Radio;Europe 1;2015-06-27 04:21:00 UTC;30;14;2;0;Sport;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-coach-sportif.xml;http://is2.mzstatic.com/image/thumb/Music4/v4/a3/a5/8d/a3a58d63-0b8d-8011-20dc-fbe640bf5890/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music4/v4/a3/a5/8d/a3a58d63-0b8d-8011-20dc-fbe640bf5890/source/600x600bb.jpg
539144;0;d7dd68a11721662604439df3f9dd81ff6c3cfe67;FR (FR);Mediapolis;11ème saison pour Médiapolis, l'émission de décryptage d'Olivier Duhamel. Entouré de ses invités le politologue réunit autour de lui des spécialistes pour explorer et décortiquer les rapports entre médias et politique. La communication d’un point de vue politique, et la politique à travers sa communication.;Radio;Europe 1;2018-05-12 08:00:00 UTC;30;14;0;0;Reportages Actualité;News & Politics;;http://cdn-new-europe1.ladmedia.fr/var/exports/podcasts/sound/mediapolis.xml;https://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/mediapolis/512732-9-fre-FR/Mediapolis.jpg;https://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/mediapolis/512732-9-fre-FR/Mediapolis.jpg
56908;0;4418b83c808a8eda6403a50e988d660f99ca612c;FR (FR);100% Europe 1;Les meilleurs moments des émissions de la semaine, les événements à venir, les coups de coeur maison et les avis des membres du club Europe 1 et des auditeurs. Par Jacky GALLOIS;Radio;Europe 1;2015-07-12 13:00:00 UTC;30;13;16;0;Fun;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/100-pour-100-europe1.xml;http://is1.mzstatic.com/image/thumb/Music71/v4/0c/7f/d0/0c7fd094-9e41-3be2-234c-e50bf8256df8/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music71/v4/0c/7f/d0/0c7fd094-9e41-3be2-234c-e50bf8256df8/source/600x600bb.jpg
154245;0;3ea51462ec2b7f4878637e46a0ca0576a8d318fd;FR (FR);Bonjour Monsieur le maire;Tous les matins, l'interview du maire d'une commune française. Par Raphaëlle DUCHEMIN;Radio;Europe 1;2016-07-08 03:11:00 UTC;30;13;14;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/bonjour-monsieur-le-maire.xml;http://is5.mzstatic.com/image/thumb/Music6/v4/f2/18/a8/f218a820-93ca-a348-b9cc-1c0f3400df43/source/100x100bb.jpg;http://is5.mzstatic.com/image/thumb/Music6/v4/f2/18/a8/f218a820-93ca-a348-b9cc-1c0f3400df43/source/600x600bb.jpg
337777;0;7b4b301d15a365b6c8868684b873bf97c33ee550;FR (FR);Sortez du cadre de Nikos Aliagas;Chaque samedi Nikos reçoit des personnalités pour des moments en dehors du cadre et des lives inédits.;Radio;Europe 1;2018-05-13 09:00:00 UTC;36;13;6;0;Reportages Culturels;Society & Culture;;http://cdn1-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/sortez-du-cadre.xml;https://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/sortez-du-cadre-de-nikos-aliagas/521580-3-fre-FR/Sortez-du-cadre-de-Nikos-Aliagas.jpg;https://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/sortez-du-cadre-de-nikos-aliagas/521580-3-fre-FR/Sortez-du-cadre-de-Nikos-Aliagas.jpg
963246;0;3653074782bc3194c0c1bfb24ebcf7451e43b1bb;FR (FR);Mon premier job;Le premier Job de personnalité par Antoine GAUGOY;Radio;Europe 1;2017-08-25 04:10:00 UTC;30;13;3;0;Reportages Actualité;;;http://cdn1-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/mon-premier-job.xml;http://is3.mzstatic.com/image/thumb/Music118/v4/a2/9c/40/a29c4030-9a6f-828c-15cd-584555ac48d4/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music118/v4/a2/9c/40/a29c4030-9a6f-828c-15cd-584555ac48d4/source/600x600bb.jpg
138615;0;428bd41afda685abc387b294a532a4d0c738f676;FR (FR);Les experts d'Europe 1;Thomas Sotto, Axel de Tarlé, Alexandre Kara et Alex Taylor, livreront leurs informations exclusives et les coulisses de l’actualité économique, politique, et européenne.;Radio;Europe 1;2016-08-19 05:15:00 UTC;30;12;36;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-kiosque-de-Thomas-Sotto-2.xml;http://is2.mzstatic.com/image/thumb/Music7/v4/f9/10/79/f91079a1-941b-153e-67c5-89999daa8775/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music7/v4/f9/10/79/f91079a1-941b-153e-67c5-89999daa8775/source/600x600bb.jpg
343979;0;78c5525278ac3d5ec3a247ae6efb7761e2eb7499;FR (FR);Autour du monde;L'actualité dans le monde par Henri GUIRCHOUN;Radio;Europe 1;2016-07-06 20:23:00 UTC;30;11;10;0;Reportages Actualité;;;http://cdn1-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/autour-du-monde.xml;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/autour-du-monde/521328-2-fre-FR/Autour-du-monde.jpg;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/autour-du-monde/521328-2-fre-FR/Autour-du-monde.jpg
339505;0;b1342445ddd0de31429baaffd32f3fb365f22c68;FR (FR);Le Bret du faux;retrouvez la chronique de Marc Antoine Le Bret «Le Bret du Faux» dans le Meilleur des Réveils.;Radio;Europe 1;2016-06-09 16:00:00 UTC;30;11;10;0;Fun;;;http://cdn3-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-bret-du-faux.xml;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/le-bret-du-faux/521412-2-fre-FR/Le-Bret-du-faux.jpg;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/le-bret-du-faux/521412-2-fre-FR/Le-Bret-du-faux.jpg
205290;0;0bf5b0a07eba3d1397ea5c3f270704186b1efbfa;FR (FR);Secrets de Sport;Chaque jour Bérengère Bonte reçoit un grand sportif qui reviendra sur un moment marquant de sa carrière.;Radio;Europe 1;2016-08-04 17:00:00 UTC;20;10;8;0;Sport;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/secrets-de-sport.xml;http://is3.mzstatic.com/image/thumb/Music20/v4/6d/9b/ea/6d9bea11-2038-6773-b82f-8b76398218e7/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music20/v4/6d/9b/ea/6d9bea11-2038-6773-b82f-8b76398218e7/source/600x600bb.jpg
379155;0;71f5439c9fdaff51a425f00eaeca4ae28c8f34be;FR (FR);Le spécialiste santé;Petits bobos ou grandes maladies, toute la santé auscultée par Europe 1 ;Radio;Europe 1;2016-08-19 09:40:00 UTC;30;10;8;0;Santé;;;http://cdn2-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-specialiste-Santé.xml;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/le-specialiste-Santé/520992-2-fre-FR/Le-specialiste-Santé.jpg;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/le-specialiste-Santé/520992-2-fre-FR/Le-specialiste-Santé.jpg
248899;0;c9292e3d306940a8c02a734aae5db9f734e4bb27;FR (FR);Le questionn'elle;Des personnalités répondent aux questionn'elle de Marion Ruggieri et son équipe d'Il n'y en a pas deux comme elle.;Radio;Europe 1;2014-09-17 13:56:00 UTC;16;8;2;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-questionn-elle.xml;http://is3.mzstatic.com/image/thumb/Music3/v4/2b/06/a8/2b06a8cd-d6f3-2759-0db6-36dc63d926e0/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music3/v4/2b/06/a8/2b06a8cd-d6f3-2759-0db6-36dc63d926e0/source/600x600bb.jpg
155105;0;65e60aaf3787e83dbcbf27f2f90c82b7b17269e5;FR (FR);La question qui fâche;Des questions sur la société qui fache par Maxime SWITEK;Radio;Europe 1;2015-07-10 05:16:00 UTC;30;7;16;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/la-question-qui-fache.xml;http://is1.mzstatic.com/image/thumb/Music3/v4/90/66/8c/90668c4c-0c29-68ef-9fd9-c6ee8071d4cb/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music3/v4/90/66/8c/90668c4c-0c29-68ef-9fd9-c6ee8071d4cb/source/600x600bb.jpg
169620;0;62dd36f35249c0cd80d2bbcd6e2a55058de9185d;FR (FR);L'info l'Étudiant de la semaine;Reportage sur la vie d'étudiant par Sophie DE TARLÉ;Radio;Europe 1;2015-06-27 04:43:00 UTC;30;7;9;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/l-info-l-etudiant-de-la-semaine.xml;http://is5.mzstatic.com/image/thumb/Music3/v4/5a/16/8a/5a168ab3-55cb-4abb-e9f9-54c9cb0415bc/source/100x100bb.jpg;http://is5.mzstatic.com/image/thumb/Music3/v4/5a/16/8a/5a168ab3-55cb-4abb-e9f9-54c9cb0415bc/source/600x600bb.jpg
251799;0;af1779600ed0a9e300d5b3cc0aee2ab6f370cabd;FR (FR);Le parti pris de Philippe Bilger;Des debats avec le franc parler de  philippe bilger;Radio;Europe 1;2015-06-21 10:55:00 UTC;30;7;8;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-parti-pris-de-philippe-bilger.xml;http://is2.mzstatic.com/image/thumb/Music3/v4/75/f4/65/75f465fd-7ee0-c205-78b7-a39621a428e4/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music3/v4/75/f4/65/75f465fd-7ee0-c205-78b7-a39621a428e4/source/600x600bb.jpg
250621;0;5fd032e93f5ad80de69ab06a872cc1e8f97f9450;FR (FR);Allô Jean-Michel;Jean-Michel Aphatie répond aux auditeurs d'Europe Midi.;Radio;Europe 1;2016-07-08 11:13:00 UTC;25;6;4;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/allo-jean-michel.xml;http://is4.mzstatic.com/image/thumb/Music7/v4/80/f7/32/80f73269-5257-2444-cfd9-64262a8a14e5/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music7/v4/80/f7/32/80f73269-5257-2444-cfd9-64262a8a14e5/source/600x600bb.jpg
216862;0;6cb332a9e0a49fb5cddad4409b3b379293598282;FR (FR);L'humeur de Benjamin Muller;Des debats en fonction de l'humeur de Benjamin Muller;Radio;Europe 1;2016-07-08 13:25:00 UTC;30;5;4;0;;;;http://cdn3-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/lhumeur-de-benjamin-muller.xml;http://is1.mzstatic.com/image/thumb/Music71/v4/db/af/30/dbaf3093-327d-7733-aa09-7ac6c942e08e/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music71/v4/db/af/30/dbaf3093-327d-7733-aa09-7ac6c942e08e/source/600x600bb.jpg
1021310;0;d6184ca8cfbb6a120a7b5fc10836494f49237354;FR (FR);La revue de presse du week-end - Bruno Donnet;La revue de la presse de Bruno Donnet est une chronique de l'émission Europe Matin;Radio;Europe 1;2018-05-13 05:20:00 UTC;20;5;1;0;Reportages Actualité;News & Politics;evst-user-add;http://cdn1-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/la-revue-de-presse-du-week-end.xml;https://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/la-revue-de-presse-du-week-end-bruno-donnet/21464327-8-fre-FR/La-revue-de-presse-du-week-end-Bruno-Donnet.jpg;https://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/la-revue-de-presse-du-week-end-bruno-donnet/21464327-8-fre-FR/La-revue-de-presse-du-week-end-Bruno-Donnet.jpg
1084295;0;07e4d9c4be146e458a79e43fdb7ad28ab855f1dd;FR (FR);Le portrait de Cyrielle Hariel;Le portrait de personnalité dans le monde du travail par Cyrielle HARIEL;Radio;Europe 1;2018-04-18 11:48:00 UTC;30;4;0;0;Portraits;News & Politics;evst-user-add,evst-review-passed;http://cdn1-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-portrait-de-cyrielle-hariel.xml;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/le-portrait-de-cyrielle-hariel/43911299-6-fre-FR/Le-portrait-de-Cyrielle-Hariel.jpg;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/le-portrait-de-cyrielle-hariel/43911299-6-fre-FR/Le-portrait-de-Cyrielle-Hariel.jpg
415969;0;22b3e45a16094169bd654fb58ff1e9ebf3ae49f1;FR (FR);Les experts d'Europe 1;Thomas Sotto, Axel de Tarlé, Alexandre Kara et Alex Taylor, livreront leurs informations exclusives et les coulisses de l’actualité économique, politique, et européenne.;Radio;Europe 1;2016-08-19 05:15:00 UTC;30;2;10;0;Reportages Actualité;;;http://cdn2-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-kiosque-de-Thomas-Sotto-2.xml;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/les-experts-d-europe-1/21422495-6-fre-FR/Les-experts-d-Europe-1.jpg;http://cdn-europe1.new2.ladmedia.fr/var/europe1/storage/images/media/podcasts/les-experts-d-europe-1/21422495-6-fre-FR/Les-experts-d-Europe-1.jpg
374500;0;a035f2ae181ff33d3564876e1e03324d20014b7e;FR (FR);A la Une de la presse américaine;Les actualités du monde politique des Etats-Unis;Radio;Europe 1;2016-11-11 05:45:00 UTC;25;2;5;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/a-la-une-de-la-presse-americaine.xml;http://is3.mzstatic.com/image/thumb/Music62/v4/29/1d/29/291d2970-dd9f-be2b-ac13-cafbd8664be4/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music62/v4/29/1d/29/291d2970-dd9f-be2b-ac13-cafbd8664be4/source/600x600bb.jpg
374920;0;7f691dbdf48512d516ef00468e745ae909f3c153;FR (FR);Made in USA;Chaque semaine dans l'émission Mediapolis, Olivier Duhamel revient sur l'actualité des élections américaines. Par Olivier DUHAMEL;Radio;Europe 1;2016-11-19 09:37:00 UTC;10;2;1;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/made-in-usa.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/a2/98/d7/a298d7b6-8002-097c-b89e-4ad9df272503/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/a2/98/d7/a298d7b6-8002-097c-b89e-4ad9df272503/source/600x600bb.jpg
965374;0;1c5c3ae068bcf3ccd83ddc36296f4c1f720ac59c;FR (FR);La France secrète;Chaque jour, pendant l'été, Europe 1 vous fait découvrir un endroit caché sur la route de vos vacances. ;Radio;Europe 1;2017-08-25 05:25:00 UTC;30;2;1;0;Reportages Culturels;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/la-france-secrete.xml;http://is3.mzstatic.com/image/thumb/Music128/v4/ad/5a/f5/ad5af5c5-42ca-5779-d879-ac2a575e2b23/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music128/v4/ad/5a/f5/ad5af5c5-42ca-5779-d879-ac2a575e2b23/source/600x600bb.jpg
963244;0;8042de3b77940db762985b9529fb76918b065964;FR (FR);Europe 1 - L'interview d'actualité;Des interviews au cœur de l'actualité par Maxime SWITEK;Radio;Europe 1;2017-08-25 05:45:00 UTC;30;1;11;0;Reportages Actualité;;;http://cdn2-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/linterview-dactualite.xml;http://is4.mzstatic.com/image/thumb/Music128/v4/3c/a5/77/3ca57777-d6e4-b03b-6d01-e92d1c920da4/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music128/v4/3c/a5/77/3ca57777-d6e4-b03b-6d01-e92d1c920da4/source/600x600bb.jpg
170874;0;84c416828a07cd248b7174943bc9e2eb3899bdf1;FR (FR);Les héros du web;Maud Descamps fait le tour du monde du web… Ils ont connu la célébrité en quelques clics.;Radio;Europe 1;2015-06-28 13:52:00 UTC;30;1;1;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/maud-descamps.xml;http://is3.mzstatic.com/image/thumb/Music3/v4/9e/c9/e2/9ec9e275-079d-9bb1-02e6-f3f9abee22fb/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music3/v4/9e/c9/e2/9ec9e275-079d-9bb1-02e6-f3f9abee22fb/source/600x600bb.jpg
228945;0;abc5623eaff8bcf8ed5a88433735bc05a39e8694;FR (FR);Le talent de la semaine;découvrez les talents dans le domaine de l'innovation par Emmanuel DUTEIL;Radio;Europe 1;2016-07-10 06:11:00 UTC;30;1;1;0;Business & éco.;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-talent-de-la-semaine.xml;http://is2.mzstatic.com/image/thumb/Music62/v4/0a/87/03/0a87038e-aabc-ad0d-04b5-b9d44294ef50/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music62/v4/0a/87/03/0a87038e-aabc-ad0d-04b5-b9d44294ef50/source/600x600bb.jpg
374925;0;2f1f7c0c0f1e0dfd3b16381f4db69f1aceb06f69;FR (FR);Rétropolitique;Régis Lefebvre décrypte le séminaire des députés de la République en Marche dans une mise en relief avec l'histoire de la députation. ;Radio;Europe 1;2017-07-09 06:20:00 UTC;25;0;5;0;Politique;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/retropolitique.xml;http://is2.mzstatic.com/image/thumb/Music62/v4/e7/53/3c/e7533c79-3cab-d720-1730-176f1aea8591/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music62/v4/e7/53/3c/e7533c79-3cab-d720-1730-176f1aea8591/source/600x600bb.jpg
216622;0;2c40086bbd154ebe933d728ad4294e277da58a2d;FR (FR);Les marchés financiers;Chaque soir dans Europe Nuit, Eric le Boucher présente l'actualité des marchés financiers.;Radio;Europe 1;2015-03-24 21:11:00 UTC;30;0;3;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/les-marches-financiers.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/dc/83/45/dc8345d5-edc2-98c8-51f2-8b1eee4d467a/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/dc/83/45/dc8345d5-edc2-98c8-51f2-8b1eee4d467a/source/600x600bb.jpg
166073;0;c7a0b7f0ebe2bf345e645ee6e9e6872a84528880;FR (FR);Le parti pris de Laurence Parisot;Laurence Parisot dénonce la passivité de nombreux acteurs internationaux.;Radio;Europe 1;2015-06-20 10:45:00 UTC;30;0;2;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/Laurence-Parisot.xml;http://is1.mzstatic.com/image/thumb/Music71/v4/21/6c/10/216c10de-2fd6-ac14-5ffc-94bebe7cff8f/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music71/v4/21/6c/10/216c10de-2fd6-ac14-5ffc-94bebe7cff8f/source/600x600bb.jpg
238778;0;9dfcc0c1a44bcd547769bd8221fcf7564fb748fc;FR (FR);Humeurs du Tour;Spéciale tour de France avec Thomas VOECKLER ;Radio;Europe 1;2017-07-23 05:55:00 UTC;20;0;1;0;Sport;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/humeur-du-tour.xml;http://is2.mzstatic.com/image/thumb/Music117/v4/34/e3/7b/34e37ba6-894e-d19e-68a2-c7c9ce4ce181/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music117/v4/34/e3/7b/34e37ba6-894e-d19e-68a2-c7c9ce4ce181/source/600x600bb.jpg
251802;0;99851b7587fe0aeceb40fd5fe46b733ee08af7f7;FR (FR);Le blog note;Toutes les semaines, Julia Martin donne un coup de projecteur sur les événements de la semaine à ne pas manquer sur Europe 1.;Radio;Europe 1;2015-06-28 13:20:00 UTC;30;0;1;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/le-blog-note.xml;http://is1.mzstatic.com/image/thumb/Music3/v4/df/09/ea/df09eabd-c48d-6569-910c-5acfc67d3499/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music3/v4/df/09/ea/df09eabd-c48d-6569-910c-5acfc67d3499/source/600x600bb.jpg
356046;0;7ffbc507e6fe72b09b7c917062dcfeb982d371c9;FR (FR);Produit du terroir;Une émission savoureuse, animée par Helena Morna et Olivier Poels, qui met du terroir dans nos assiettes : ce qui est bon pour nous, avec la recette d’un chef qui revient du marché, des conseils pour savoir quoi boire avec le produit du jour. Consommer « terroir » suppose une forme d’engagement : une cuisine gourmande, responsable, accessible à tous et une cuisine qui ne gâche pas. Astuces et conseils, rencontres avec les producteurs, et un questionnaire de Proust, parce que c’est bon les madeleines !;Radio;Europe 1;2016-08-19 08:50:00 UTC;29;0;1;0;Gastronomie;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/produit-du-terroir.xml;http://is1.mzstatic.com/image/thumb/Music20/v4/1e/73/1f/1e731f50-47f8-022a-475a-8847fdf55134/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music20/v4/1e/73/1f/1e731f50-47f8-022a-475a-8847fdf55134/source/600x600bb.jpg
251798;0;94ab6e96ab0a90178c83859f7c0234000cdbe049;FR (FR);Ils sont partis;Vanessa Zha dresse le portrait d'artiste qui ne sont plus de ce monde. ;Radio;Europe 1;2015-06-28 12:50:00 UTC;30;0;0;0;Portraits;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/ils-sont-partis.xml;http://is1.mzstatic.com/image/thumb/Music62/v4/b6/8a/db/b68adb7d-e929-04a2-fafc-a12289c7e384/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music62/v4/b6/8a/db/b68adb7d-e929-04a2-fafc-a12289c7e384/source/600x600bb.jpg
251792;0;05bcab5fb2373ee3db407a88512c69409dfa79d4;FR (FR);L'oeil de Chabalier;Hervé Chabalier en immersion dans le monde des seniors et du 4e âge.;Radio;Europe 1;2015-09-01 14:02:01 UTC;1;0;0;0;Reportages Actualité;;;http://cdn-europe1.new2.ladmedia.fr/var/exports/podcasts/sound/l-oeil-de-chabalier.xml;http://is3.mzstatic.com/image/thumb/Music30/v4/dd/5d/7a/dd5d7aab-310c-9727-914b-51dd6a66baf7/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music30/v4/dd/5d/7a/dd5d7aab-310c-9727-914b-51dd6a66baf7/source/600x600bb.jpg
382049;0;d485469a5c61984306984ba26b092ef1539debb2;FR (FR);Il etait une fois le mot de la semaine;Chaque samedi, dans la matinale de Caroline Broué, un mot passé au tamis : un décryptage nourri d’archives radiophoniques pour comprendre l’histoire et les contours d’une expression revenue dans l’actu.;Radio;France Culture;2016-11-26 06:09:00 UTC;13;120;76;0;Portraits;Society & Culture,History;;http://radiofrance-podcast.net/podcast09/rss_16741.xml;http://is1.mzstatic.com/image/thumb/Music71/v4/a0/69/80/a0698073-d64c-ef63-041a-bc31562ff80e/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music71/v4/a0/69/80/a0698073-d64c-ef63-041a-bc31562ff80e/source/600x600bb.jpg
1023070;0;3ee3681c26a99467e575b194fa17caf7d03d98da;FR (FR);C'était à la une;"Chaque vendredi, en fin d’émission, la Fabrique de l’Histoire vous propose, en partenariat avec ""Retronews"", le site de la BNF consacré à la presse et à son histoire, un texte percutant, étonnant, drôle ou émouvant publié dans la presse française.";Radio;France Culture;2018-05-11 07:55:00 UTC;34;54;2;0;Histoire;Society & Culture,History;;http://radiofrance-podcast.net/podcast09/rss_18312.xml;http://media.radiofrance-podcast.net/podcast09/logo_1001.jpg;http://media.radiofrance-podcast.net/podcast09/logo_1001.jpg
30640;0;78d96fd0db449264ecf4d58d530858d1c99a8e8b;FR (FR);Comité protestant;Chaque premier dimanche du mois, une chronique à l'issue de Service protestant.;Radio;France Culture;2018-05-06 06:57:00 UTC;12;38;23;0;Spiritualité & Religion;Spirituality,Religion & Spirituality;evst-user-add;http://radiofrance-podcast.net/podcast09/rss_10994.xml;https://is3-ssl.mzstatic.com/image/thumb/Music62/v4/6c/f0/44/6cf04491-f0c3-03c0-f1e6-03972479f205/source/100x100bb.jpg;https://is3-ssl.mzstatic.com/image/thumb/Music62/v4/6c/f0/44/6cf04491-f0c3-03c0-f1e6-03972479f205/source/600x600bb.jpg
379964;0;33d0c5d59d5219acde0a34f71c2480b82b6f4778;FR (FR);Assemblée du desert;Les réfugiés protestants de la Révocation.;Radio;France Culture;2017-09-03 09:55:00 UTC;2;6;3;0;Histoire;Society & Culture;;http://radiofrance-podcast.net/podcast09/rss_10641.xml;http://is4.mzstatic.com/image/thumb/Music6/v4/61/f9/a9/61f9a953-bdf1-d4c8-ff47-93e027a425a8/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music6/v4/61/f9/a9/61f9a953-bdf1-d4c8-ff47-93e027a425a8/source/600x600bb.jpg
528228;0;b93c4ff1d399ed8ab5591796747585ae5396148f;FR (FR);Secrets de campagne;"Chaque jeudi, le service politique revient sur la campagne présidentielle vue depuis les coulisses, au travers d’un reportage, d’une interview et d'""indiscrets"".";Radio;France Culture;2017-05-18 05:38:00 UTC;19;4;4;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_17129.xml;http://media.radiofrance-podcast.net/podcast09/logo_1001.jpg;http://media.radiofrance-podcast.net/podcast09/logo_1001.jpg
393561;0;1b6bd22419e9706ec1fd6fcac531643363625a38;FR (FR);Nuit blanche;Chaque année, France Culture s'associe à la Nuit blanche parisienne pour des émissions exceptionnelles.;Radio;France Culture;2017-10-07 19:55:00 UTC;1;2;7;0;Reportages Culturels;Society & Culture;;http://radiofrance-podcast.net/podcast09/rss_16910.xml;http://media.radiofrance-podcast.net/podcast09/logo_1001.jpg;http://media.radiofrance-podcast.net/podcast09/logo_1001.jpg
118990;0;71e4c7af0345ed0878c05aac03e1ca8fc938d219;FR (FR);Tout euro, tout éco;L'économie dans le monde par Lise Jolly;Radio;France Info;2017-12-16 11:54:00 UTC;16;63;37;0;Reportages Actualité;Business;evst-user-add;http://radiofrance-podcast.net/podcast09/rss_14549.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/89/8c/52/898c52e7-7110-0d7e-fafa-41fefa82202c/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/89/8c/52/898c52e7-7110-0d7e-fafa-41fefa82202c/source/600x600bb.jpg
425682;0;f41a609fde9dfe9d8af6f1b808cffe0247ac6bb4;FR (FR);Les pourquoi;Chaque samedi, Philippe Vandel répond aux questions que nous nous posons toutes et tous, même les plus inattendues.;Radio;France Info;2017-08-27 04:25:00 UTC;20;33;13;0;Reportages Culturels;Society & Culture;;http://radiofrance-podcast.net/podcast09/rss_11453.xml?format=XML;http://media.radiofrance-podcast.net/podcast09/RF_OMM_0000014120_ITE.jpg;http://media.radiofrance-podcast.net/podcast09/RF_OMM_0000014120_ITE.jpg
