cid;new_cid;channel_id;LANGUAGE;title;description;Provider_id;author;release_date;episode_count;play_count;sub_count;comment_count;categories;keywords;tags;rss_url;small_cover_url;big_cover_url
532855;0;94b67b880626aa4d92f00d1ee92fdb72196f7c93;FR (FR);Un festival de palmes;Tout savoir sur le festival de cannes;Radio;France Info;2017-05-13 11:50:00 UTC;20;24;1;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_17255.xml;http://is3.mzstatic.com/image/thumb/Music111/v4/37/e8/e1/37e8e16d-bd18-eba3-c245-ee50c27c01ac/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music111/v4/37/e8/e1/37e8e16d-bd18-eba3-c245-ee50c27c01ac/source/600x600bb.jpg
432035;0;e9c18303f0e44c048e1adb718e564181cd41278c;FR (FR);Morin a réponse à tout;Les nuits de Daniel Morin sont plus agitées que vos jours. Et quand l'actualité s'en mêle, ses rêves ne manquent pas de piquant !;Radio;France Inter;2018-04-10 09:45:00 UTC;182;150;88;0;Fun;Comedy;evst-user-add;http://radiofrance-podcast.net/podcast09/rss_16562.xml;https://is2-ssl.mzstatic.com/image/thumb/Music111/v4/c3/bc/34/c3bc34d0-59de-159c-d4ae-18aedb54982b/source/100x100bb.jpg;https://is2-ssl.mzstatic.com/image/thumb/Music111/v4/c3/bc/34/c3bc34d0-59de-159c-d4ae-18aedb54982b/source/600x600bb.jpg
356919;0;d4c6ab684e053a3f876d96e44e3c3bff545b24b1;FR (FR);Idées reçues;Les Idées reçues sont-elles vraies ? ;Radio;France Inter;2017-08-27 06:40:00 UTC;9;149;60;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_15691.xml;http://is1.mzstatic.com/image/thumb/Music62/v4/3d/f0/c0/3df0c006-0744-0f94-870a-099cbd568b2f/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music62/v4/3d/f0/c0/3df0c006-0744-0f94-870a-099cbd568b2f/source/600x600bb.jpg
144459;0;7b1bb6f98902b8f76afc5539024b5b93e74693fe;FR (FR);L'interview;Des immersions dans des lieux insolites avec Jacques Monin;Radio;France Inter;2018-05-05 11:55:00 UTC;11;129;14;0;Reportages Culturels;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_14170.xml;https://is1-ssl.mzstatic.com/image/thumb/Music62/v4/63/fa/7c/63fa7ce7-94fc-0fe7-2897-90917b8c9de4/source/100x100bb.jpg;https://is1-ssl.mzstatic.com/image/thumb/Music62/v4/63/fa/7c/63fa7ce7-94fc-0fe7-2897-90917b8c9de4/source/600x600bb.jpg
439046;0;3f601a89557b64aafac46f1e593e05014f9f00fe;FR (FR);La petite mythologie d'un objet;Questions sociétales, modes de vie, psychologie, famille, éducation, santé, relation amoureuse, sexualité... La vie quotidienne à la sauce Inter avec Ali Rebeihi;Radio;France Inter;2018-05-11 08:40:00 UTC;10;124;15;0;Reportages Culturels;Society & Culture,History;evst-user-add;http://radiofrance-podcast.net/podcast09/rss_16606.xml;https://is5-ssl.mzstatic.com/image/thumb/Music111/v4/a3/d9/4d/a3d94d7c-f940-5064-d4ce-919a522081e2/source/100x100bb.jpg;https://is5-ssl.mzstatic.com/image/thumb/Music111/v4/a3/d9/4d/a3d94d7c-f940-5064-d4ce-919a522081e2/source/600x600bb.jpg
355042;0;2147fd9e0886cb7374e0370f627b065820c088d6;FR (FR);les dernières fois;Il y a un moment où l’on commence. Premier mot, premier pas… Il arrive parfois aussi qu’une décision ou qu’un long cheminement bouleverse notre vie. Ce sont nos “dernières fois”.;Radio;France Inter;2017-08-26 06:40:00 UTC;9;88;32;0;Reportages Culturels;Arts;;http://radiofrance-podcast.net/podcast09/rss_15696.xml;http://is5.mzstatic.com/image/thumb/Music62/v4/2a/b8/df/2ab8df8d-e98f-4295-8731-a71f020a2d1f/source/100x100bb.jpg;http://is5.mzstatic.com/image/thumb/Music62/v4/2a/b8/df/2ab8df8d-e98f-4295-8731-a71f020a2d1f/source/600x600bb.jpg
393577;0;712871f8f434694a7a768752e67603161375d10c;FR (FR);La vie des films;Dy decryptage et des avis sur des films par Guillemette Odicino;Radio;France Inter;2018-05-11 08:40:00 UTC;8;70;12;0;TV & Film;TV & Film;;http://radiofrance-podcast.net/podcast09/rss_16604.xml;https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/2f/bb/83/2fbb83f9-3102-0fa8-378c-2e1bfcc4364d/source/100x100bb.jpg;https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/2f/bb/83/2fbb83f9-3102-0fa8-378c-2e1bfcc4364d/source/600x600bb.jpg
483898;0;8ccabf0424719eb565ca357d8525867f829ecb1f;FR (FR);La campagne présidentielle à l'épreuve des faits;Les propositions de chaque candidat à l'épreuve de réalités du terrain : chaque soir dans le journal de 19h, un élément de programme passé en revue par un expert de la rédaction.;Radio;France Inter;2017-05-05 17:25:00 UTC;54;46;4;0;Politique;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_17217.xml;http://is4.mzstatic.com/image/thumb/Music111/v4/6f/b6/64/6fb664e4-a053-01f7-5ada-73235cbd1eb0/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music111/v4/6f/b6/64/6fb664e4-a053-01f7-5ada-73235cbd1eb0/source/600x600bb.jpg
219628;0;3ed421ec06e3a30d46ca704bd6f40936d1dfbff3;FR (FR);L'invité du WE;Les samedi et dimanche retrouvez les invités qui ont marqué l'actualité du week-end dans RTL Matin, RTL Midi et RTL Soir.;Radio;France Inter;2018-03-11 07:17:00 UTC;40;36;4;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_13904.xml;http://is5.mzstatic.com/image/thumb/Music62/v4/10/16/5f/10165f86-9634-59e2-b32b-60f60aad0dd5/source/100x100bb.jpg;http://is5.mzstatic.com/image/thumb/Music62/v4/10/16/5f/10165f86-9634-59e2-b32b-60f60aad0dd5/source/600x600bb.jpg
393583;0;ce9c4f224f1b73b21a69f4a248a0387528b6d39e;FR (FR);Le mot de la semaine;Analyse et décryptage d’un mot ou d’une séquence qui a marqué la semaine.;Radio;France Inter;2017-06-23 16:51:00 UTC;12;29;6;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_16717.xml;http://is5.mzstatic.com/image/thumb/Music111/v4/c9/82/82/c9828246-838f-4622-f00b-0970bee39cbb/source/100x100bb.jpg;http://is5.mzstatic.com/image/thumb/Music111/v4/c9/82/82/c9828246-838f-4622-f00b-0970bee39cbb/source/600x600bb.jpg
357469;0;046c2ee65b888f3b00d2703e4d09ca1df21bbc83;FR (FR);Les photos de l'année;Une photo, une histoire avec par Patricia Martin;Radio;France Inter;2017-06-24 04:25:00 UTC;12;20;36;0;Reportages Culturels;Arts;;http://radiofrance-podcast.net/podcast09/rss_15689.xml;http://is3.mzstatic.com/image/thumb/Music62/v4/a0/68/0c/a0680c34-4c0e-08e7-bc48-82cf3bc58226/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music62/v4/a0/68/0c/a0680c34-4c0e-08e7-bc48-82cf3bc58226/source/600x600bb.jpg
122392;0;66cfe6960b1359d926aa55fc520bbac16d16e3b9;FR (FR);Le rendez-vous du médiateur;Une émission animée par le médiateur de Radio France, Bruno Denaes.;Radio;France Inter;2018-04-27 07:50:00 UTC;4;15;4;0;Reportages Culturels;Society & Culture;evst-user-add;http://radiofrance-podcast.net/podcast09/rss_11412.xml;https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/8e/d6/4c/8ed64ce0-f7b7-4a33-1fb5-9093b5573527/source/100x100bb.jpg;https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/8e/d6/4c/8ed64ce0-f7b7-4a33-1fb5-9093b5573527/source/600x600bb.jpg
967128;0;8c73f1c5eaea68d26f294c76d0e802e84c5b5b6f;FR (FR);La chronique de Redwane Telha;Focus sur un évènement de l'actualité médiatique;Radio;France Inter;2017-08-26 07:17:00 UTC;7;12;2;0;Art;Arts;;http://radiofrance-podcast.net/podcast09/rss_17394.xml;http://is2.mzstatic.com/image/thumb/Music118/v4/4d/a8/d2/4da8d217-07df-0366-ab54-5a901fc53ca0/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music118/v4/4d/a8/d2/4da8d217-07df-0366-ab54-5a901fc53ca0/source/600x600bb.jpg
406243;0;81ce0d902942b475516e7c9d7a5e48d9e82e63a2;FR (FR);Quand on sera grand;Ce sera comment, quand on sera grand ? Question volontairement très large posée à des écrivains. Libre à eux de décider de l'échéance : en 2050, 2100, ou même après.;Radio;France Inter;2017-06-25 15:25:00 UTC;12;9;3;0;Littérature;Society & Culture;;http://radiofrance-podcast.net/podcast09/rss_16789.xml;http://is4.mzstatic.com/image/thumb/Music111/v4/4b/87/30/4b873066-7c16-da5b-0598-bba1b0d2c558/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music111/v4/4b/87/30/4b873066-7c16-da5b-0598-bba1b0d2c558/source/600x600bb.jpg
412010;0;24f377f73fda33fa13bdd17f22fa1fed48d1b93a;FR (FR);L'édito de Denis Cheissoux;L’émission qui rapproche les hommes en nous rapprochant de la nature… par Denis Cheissoux;Radio;France Inter;2018-05-12 12:05:00 UTC;11;7;8;0;Science;Science & Medicine,Natural Sciences;evst-user-add;http://radiofrance-podcast.net/podcast09/rss_16716.xml;https://is3-ssl.mzstatic.com/image/thumb/Music19/v4/c9/29/00/c92900ec-4bc9-f72b-ca37-13a21c48274a/source/100x100bb.jpg;https://is3-ssl.mzstatic.com/image/thumb/Music19/v4/c9/29/00/c92900ec-4bc9-f72b-ca37-13a21c48274a/source/600x600bb.jpg
483896;0;23474b77e80fd824d186b8309b8fca34b8286d5d;FR (FR);Les programmes au banc d'essai;Chaque jour, les journalistes du service politique de France Inter confrontent les propositions, thématique par thématique, de chacun des candidats à l'élection présidentielle.;Radio;France Inter;2017-05-05 06:20:00 UTC;56;7;4;0;Politique;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_17216.xml;http://is1.mzstatic.com/image/thumb/Music111/v4/94/fe/ab/94feab19-aa1a-1fd6-2828-99eac9db27d0/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music111/v4/94/fe/ab/94feab19-aa1a-1fd6-2828-99eac9db27d0/source/600x600bb.jpg
437554;0;be04c04d6524c877a0a41b23d3c357d96703f33a;FR (FR);L'Esprit Inter;Découvrez les instants cultes qui font que France Inter est cette radio qui s’adresse et reçoit tous les publics par Mathias Deguelle;Radio;France Inter;2016-12-18 15:00:00 UTC;13;7;0;0;Reportages Culturels;News & Politics;;http://podcasts.apple.com/test/live_qa/esprit-quotes2.xml;http://is1.mzstatic.com/image/thumb/Music111/v4/5c/44/fe/5c44fe52-4024-edd5-0789-d90cdae62bf6/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music111/v4/5c/44/fe/5c44fe52-4024-edd5-0789-d90cdae62bf6/source/600x600bb.jpg
358873;0;bfa88f304b6ae050eb53a0d910c1d9b80a138b0b;FR (FR);Le Brunch Media;Louis Morin et ses invités décodent toute l'actualité média de la semaine.;Natif;Sud Radio;2017-03-11 12:00:00 UTC;60;3;3;0;Reportages Actualité;Society Culture;;http://www.sudradio.fr/Sudradio/le-brunch-media.xml;http://www.sudradio.fr/var/plain_site/storage/images/sudradio/podcasts/le-brunch-media/3206465-8-fre-FR/Le-Brunch-Media.png;http://www.sudradio.fr/var/plain_site/storage/images/sudradio/podcasts/le-brunch-media/3206465-8-fre-FR/Le-Brunch-Media.png
151180;0;342dbf84f742914dbf2beaae8cda0befc3262e7c;FR (FR);Laissez-vous Tenter en vidéo;"À 9h, ""Laissez-Vous Tenter"" propose le panorama complet de l’actualité culturelle. Sous la houlette d'Yves Calvi et d’Anthony Martin, une demi-heure pour nous guider, informer et surprendre dans tous les domaines de la culture : cinéma, télévision, musique, théâtre, littérature et expositions…""Laissez-Vous Tenter"" est la seule émission culturelle et grand public diffusée sur cette tranche horaire. Chaque thème est développé par un expert : Anthony Martin, Chef du Service Culture, Steven Bellery pour la musique, Isabelle Morini-Bosc et Laurent Marsick pour la télévision, Stéphane Boudsocq pour le cinéma, Bernard Lehut pour les livres, Monique Younes pour le théâtre, la bande dessinée et les expositions et Charlotte Latour pour la musique classique.";Radio;RTL;2016-10-13 10:01:00 UTC;20;3;3;0;Reportages Culturels;littérature,Information,télévision,livre,Society & Culture,RTL,exclusivité,cinéma,disque,culture,théâtre,musique,spectacle,comédie,loisirs;;http://www.rtl.fr/podcast/laissez-vous-tenter-en-video.xml;http://is2.mzstatic.com/image/thumb/Music62/v4/30/db/ff/30dbff69-a0c9-6633-1e12-65ed6b43159f/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music62/v4/30/db/ff/30dbff69-a0c9-6633-1e12-65ed6b43159f/source/600x600bb.jpg
483897;0;314878a49c2f0c2a95dd7cce26ee58fe01b77f82;FR (FR);Toute première fois;"""Toute première fois"", ce sont des jeunes qui votent pour la première fois, qui racontent ce qui compte pour eux et débattent sur les sujets oubliés de la campagne présidentielle. par Eric Valmir";Radio;France Inter;2017-05-13 06:20:00 UTC;11;3;5;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_17215.xml;http://is2.mzstatic.com/image/thumb/Music122/v4/e9/29/f5/e929f58e-8e1d-0ecf-1e9e-03500c26f7d6/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music122/v4/e9/29/f5/e929f58e-8e1d-0ecf-1e9e-03500c26f7d6/source/600x600bb.jpg
61780;0;5c02a58b7f1373fe8606f8e449ee56e38e24ac62;FR (FR);C'est tout naturel;De la science, des animaux, des debats, de l'écologie par Dorothée Barba;Radio;France Inter;2016-06-26 03:09:00 UTC;1;2;2;0;Science;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_14540.xml;http://is2.mzstatic.com/image/thumb/Music6/v4/03/e2/a9/03e2a94b-c7a7-9ac1-15a1-4a8bd2b04294/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music6/v4/03/e2/a9/03e2a94b-c7a7-9ac1-15a1-4a8bd2b04294/source/600x600bb.jpg
62243;0;d1d7d722041536447cf09476554f37f576cd2983;FR (FR);IL EXISTE UN ENDROIT;Découvrez des endroits qui sortent de l'ordinaire par Alexandre Héraud;Radio;France Inter;2017-05-15 15:56:53 UTC;1;0;2;0;Reportages Culturels;Society & Culture;;http://radiofrance-podcast.net/podcast09/rss_13284.xml;http://is3.mzstatic.com/image/thumb/Music/v4/97/04/6e/97046ecc-7644-faa8-c892-91f34996ec4d/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music/v4/97/04/6e/97046ecc-7644-faa8-c892-91f34996ec4d/source/600x600bb.jpg
493362;0;34e7c11c9d311fcce5156fbb1d9cc2d881a7b22e;FR (FR);Les voeux du président de la république;Les voeux du président de la république par France Inter;Radio;France Inter;2017-12-31 19:20:00 UTC;2;0;0;0;Reportages Actualité;News & Politics;;http://radiofrance-podcast.net/podcast09/rss_17072.xml;http://is2.mzstatic.com/image/thumb/Music122/v4/e5/73/2c/e5732c02-c33c-086d-d58b-feeaab6cf819/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music122/v4/e5/73/2c/e5732c02-c33c-086d-d58b-feeaab6cf819/source/600x600bb.jpg
188064;0;baf224b87727b3c137538213d32ea94dd468a662;FR (FR);Le club RFI;"Le Club RFI, le rendez-vous des initiatives.
Chaque semaine, les Clubs RFI participent à l’émission. Ils présentent leurs initiatives (sous forme de reportage), une chronique libre (un poème, une histoire drôle, un extrait de nouvelle, une recette atypique…).
Le cousin: Le club invite une personnalité, un exemple de réussite (artiste, écrivain, peintre, entrepreneur…).
Les membres du club lui posent des questions en direct.
D’autres chroniques étoffent la programmation:
Cultures et Traditions (Sayouba Traoré), Les Bonnes Nouvelles (Chrystelle Nammour), Paroles de Réfugiés (Sébastien Bonijol), Les Jeunes Talents (musiques) avec Daniel Lieuze…
Et pour finir : l’agenda, le calendrier des activités des clubs.
";Radio;RFI - Eric Amiens;2018-05-12 17:40:00 UTC;20;34;26;0;Reportages Culturels;Society & Culture;evst-user-add;http://www.rfi.fr/emission/le-club-rfi/podcast;https://is5-ssl.mzstatic.com/image/thumb/Music62/v4/ae/5b/83/ae5b8362-f35f-8e66-17b7-770052267e90/source/100x100bb.jpg;https://is5-ssl.mzstatic.com/image/thumb/Music62/v4/ae/5b/83/ae5b8362-f35f-8e66-17b7-770052267e90/source/600x600bb.jpg
343956;0;3f7caf1ed9cdf34a89688c616d7201d8e05ec3fc;FR (FR);Le weekend des experts : Votre maison;Christian Pessey est le super bricoleur de RMC pour une heure de conseil maison avec François Sorel.;Radio;RMC;2018-05-12 06:25:52 UTC;20;84;12;0;Reportages Culturels;Talk Radio;;http://podcast.rmc.fr/channel54/RMCInfochannel54.xml;https://podcast.rmc.fr/images/1400_experts_maisonjpg_20150327152537.jpg;https://podcast.rmc.fr/images/1400_experts_maisonjpg_20150327152537.jpg
181869;0;829506a2877acc3121593af8d667dd16dba8f57f;FR (FR);Les Trophées PME Bougeons-Nous;"RMC organise sa 5ème édition des Trophées PME Bougeons-Nous pour mettre à l'honneur ces entreprises françaises qui emploient, innovent et créent de la richesse.
Chaque matin dans Bourdin Direct découvrez une histoire de PME qui « se bouge » !";Radio;RMC;2017-10-18 08:14:01 UTC;30;21;1;0;Reportages Culturels;Talk Radio;;http://podcast.rmc.fr/channel214/RMCInfochannel214.xml;http://is4.mzstatic.com/image/thumb/Music3/v4/ef/d8/76/efd8766c-eb04-4980-8950-5147eaf6f414/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music3/v4/ef/d8/76/efd8766c-eb04-4980-8950-5147eaf6f414/source/600x600bb.jpg
488330;0;73d2afcf8c0928e25ebed3ee01147171e4558cd8;FR (FR);Empreinte digitale;c'est le RDV connecté de Pure. Un vidéocast pour informer et décrypter la révolution digitale ;Radio;RTBF;2018-05-08 22:00:00 UTC;20;27;13;0;Technologie;Musique;evst-user-add;http://rss.rtbf.be/media/rss/audio/pu-empreinte_recent.xml;https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/26/e5/23/26e52367-c857-cec2-1f8b-40a4e1491764/source/100x100bb.jpg;https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/26/e5/23/26e52367-c857-cec2-1f8b-40a4e1491764/source/600x600bb.jpg
25075;0;6ae37674fa633750a3b87146ff6bf3ca5cb33bc3;FR (FR);Tanguy Pastureau en vidéo;Le weekend à 8h43 et 9h34, retrouvez l'actualité hebdomadaire selon la vision décalée de Tanguy Pastureau.;Radio;RTL;2016-10-16 09:12:00 UTC;100;230;10;0;Fun;Information,humour,RTL,actualité,rire,News & Politics,culture,Tanguy Pastureau;;http://www.rtl.fr/podcast/tanguy-pastureau-en-video.xml;http://is2.mzstatic.com/image/thumb/Music71/v4/12/f6/55/12f655ec-4429-77d6-2397-ead67e621108/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music71/v4/12/f6/55/12f655ec-4429-77d6-2397-ead67e621108/source/600x600bb.jpg
37868;0;a68205e2bb2b2b2b434a78d0c3e3593b460d2baa;FR (FR);A la Bonne Heure ! : Le papier du jour;"Retrouvez,la chronique ""Le Papier de Jour"" présentée, tour à tour, par Cyprien Cini, Tanguy Pastureau, Régis Mailhot, Joëlle Goron et Adeline François.";Radio;RTL;2016-08-29 10:31:00 UTC;100;74;15;0;Fun;littérature,humour,RTL,Divertissement,cinéma,culture,Stéphane Bern,théâtre,musique,spectacle,Comedy,loisirs;;http://www.rtl.fr/podcast/a-la-bonne-heure-le-billet-du-jour.xml;https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/c1/dc/71/c1dc71dd-b99a-bcf2-13f8-d36a18ff51cf/source/100x100bb.jpg;https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/c1/dc/71/c1dc71dd-b99a-bcf2-13f8-d36a18ff51cf/source/600x600bb.jpg
52070;0;90391407ae944a6232a3296de7adc819cc63d43d;FR (FR);A la bonne heure ! : Les Rumeurs du Net;"Découvrez la chronique ""Les Rumeurs du Net"", du lundi au vendredi dans l'émission A la Bonne Heure de Stéphane Bern !";Radio;RTL;2016-08-29 10:35:00 UTC;100;69;6;0;Fun;littérature,humour,RTL,Divertissement,cinéma,culture,Stéphane Bern,théâtre,musique,spectacle,Comedy,loisirs;;http://www.rtl.fr/podcast/a-la-bonne-heure-rumeurs-net.xml;https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/9e/82/8d/9e828d05-2310-51f8-edba-e1338968102d/source/100x100bb.jpg;https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/9e/82/8d/9e828d05-2310-51f8-edba-e1338968102d/source/600x600bb.jpg
36557;0;d3ea490ab4890eeee4e01fbd12b57f9f61918cf9;FR (FR);Bon Plan du Net;Du lundi au vendredi au vendredi, Charlotte Arrigoni vous trouve le bon plan du net.;Radio;RTL;2016-07-07 04:00:00 UTC;50;53;10;0;Technologie;net,internet,Charlotte Arrigoni,bons plans,Society & Culture;;http://www.rtl.fr/podcast/bon-plan-du-net.xml;http://is3.mzstatic.com/image/thumb/Music2/v4/ac/c8/75/acc8757f-857b-6c57-77ec-f3a4828a1ddb/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music2/v4/ac/c8/75/acc8757f-857b-6c57-77ec-f3a4828a1ddb/source/600x600bb.jpg
208586;0;1533f2e7adc4da93ff211227f5f280d7fa760862;FR (FR);Drôle de rencontre;Avec un regard décalé et impertinent, Cyprien Cini va à la rencontre des personnalités diverses qui ont marqué l'année.;Radio;RTL;2016-08-26 06:30:00 UTC;50;41;3;0;Portraits;Cyprien Cini,décalé,humour,rencontre,actualité,Society & Culture,personnalité;;http://www.rtl.fr/podcast/drole-de-rencontre.xml;http://is4.mzstatic.com/image/thumb/Music7/v4/c4/d7/91/c4d791b3-258e-78c6-5750-6c8b3c972f6f/source/100x100bb.jpg;http://is4.mzstatic.com/image/thumb/Music7/v4/c4/d7/91/c4d791b3-258e-78c6-5750-6c8b3c972f6f/source/600x600bb.jpg
356039;0;2464e554503cf811c841ba3b70a4d5e7961db6a4;FR (FR);Le Grand Quiz de l'été;Avec Bruno Guillon et Caroline Diament, cet été, les auditeurs peuvent tester leur culture générale et leur sang-froid en jouant eux. Tentez de remporter de nombreux cadeaux ou 1000 euros. Pour cela, il suffit de répondre au plus grand nombre de questions... En une minute !;Radio;RTL;2017-07-11 09:30:00 UTC;30;28;24;0;Fun;nouveauté,été,Games & Hobbies,RTL,Divertissement,Bruno Guillon,jeux,Caroline Diament,Quiz;;http://www.rtl.fr/podcast/le-grand-quiz-de-l-ete.xml;http://is1.mzstatic.com/image/thumb/Music20/v4/ef/83/44/ef834405-0ca3-e2a3-6900-cce36e2b7aba/source/100x100bb.jpg;http://is1.mzstatic.com/image/thumb/Music20/v4/ef/83/44/ef834405-0ca3-e2a3-6900-cce36e2b7aba/source/600x600bb.jpg
147367;0;1dc264fc88938a274074a0d7d04f6928d3f61a6d;FR (FR);Le Grand Studio RTL Humour en vidéo;Un samedi par mois, il vous donne rendez-vous pour une heure de rire dans Le Grand Studio RTL. Les plus grands artistes du moments et ceux de demain passent par l'émission incontournable présentée par Laurent Boyer.;Radio;RTL;2016-09-29 13:27:00 UTC;10;22;3;0;Fun;vidéo,RTL,Comedy,humour,Laurent Boyer;;http://www.rtl.fr/podcast/le-grand-studio-rtl-humour-en-video.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/9b/b3/ff/9bb3ff6f-de63-cb74-909d-3c2f6812aee4/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/9b/b3/ff/9bb3ff6f-de63-cb74-909d-3c2f6812aee4/source/600x600bb.jpg
39426;0;ebe58e82aa4caeeee053e2dbfc74a6350bb71a63;FR (FR);L'Edito d'Alain Duhamel en vidéo;Alain Duhamel, grande signature de la station, délivre son analyse du monde politique en signant l’Édito de RTL Soir à 18h33.;Radio;RTL;2016-10-12 17:20:00 UTC;122;19;4;0;Politique;Information,débat,politique,RTL,actualité,News & Politics,économie,opinion,Alain Duhamel,société;;http://www.rtl.fr/podcast/l-edito-d-alain-duhamel-en-video.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/c4/43/f5/c443f5e9-dc73-fe72-8468-5322e5569707/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/c4/43/f5/c443f5e9-dc73-fe72-8468-5322e5569707/source/600x600bb.jpg
37829;0;6f1530f2d333705f3795db8ad2b6f16900cd5067;FR (FR);A la Bonne Heure en vidéo;Entouré de chroniqueurs de talent, Stéphane Bern reçoit chaque jour, en direct et en public, une personnalité qui nourrit l’actualité, pour une heure trente de culture et de bonne humeur.Rendez-vous tous les jours de 11h à 12h30 sur RTL avec Stéphane Bern  avec au programme,  curiosité et culture, liberté de ton et bonne humeur !;Radio;RTL;2015-01-28 15:37:00 UTC;100;19;4;0;Fun;littérature,humour,RTL,Divertissement,cinéma,culture,Stéphane Bern,théâtre,musique,spectacle,Comedy,loisirs;;http://www.rtl.fr/podcast/a-la-bonne-heure-en-video.xml;http://is2.mzstatic.com/image/thumb/Music4/v4/88/33/90/88339083-b75d-b2f8-98a2-d11002eaef95/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music4/v4/88/33/90/88339083-b75d-b2f8-98a2-d11002eaef95/source/600x600bb.jpg
356475;0;731e74e51d713d54f91487e7e3a9584a983d0a9b;FR (FR);Mon Métier, ma Passion;Portrait d'artisans aux métiers insolites ou de professionnels qui exercent leurs passions. Comment une greffière se dévoue à la justice, un policier au maintien de l'ordre, un artisan se passionne pour la réparation des poupées...;Radio;RTL;2016-08-19 05:30:00 UTC;30;14;2;0;Portraits;Information,nouveauté,News & Politics;;http://www.rtl.fr/podcast/mon-metier-ma-passion.xml;http://is2.mzstatic.com/image/thumb/Music20/v4/05/8a/8e/058a8e0c-7ddf-9f77-3c07-a93e83354fb7/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music20/v4/05/8a/8e/058a8e0c-7ddf-9f77-3c07-a93e83354fb7/source/600x600bb.jpg
105782;0;103ab6930874a7fc59e30d93da1132f55445bbc9;FR (FR);Eco Ménanteau en vidéo;Christian Menanteau rejoint cette année l’équipe de RTL Petit Matin et offre tous les jours à 6h50 un tour complet de l’actualité économique aux auditeurs;Radio;RTL;2016-10-17 05:37:00 UTC;10;14;2;0;Business & éco.;Information,finance,Business,économie,actualité,Christian Ménanteau,RTL;;http://www.rtl.fr/podcast/eco-menanteau-en-video.xml;http://is3.mzstatic.com/image/thumb/Music71/v4/46/71/c5/4671c54a-6a50-abbf-48f7-980d6f76f48b/source/100x100bb.jpg;http://is3.mzstatic.com/image/thumb/Music71/v4/46/71/c5/4671c54a-6a50-abbf-48f7-980d6f76f48b/source/600x600bb.jpg
67234;0;e789bcb45d786ee5cb7d10e1ecd3980331fb7e4c;FR (FR);L'Edito Politique en vidéo;Du lundi au vendredi à 7h20, Alba Ventura passe l’actualité politique au peigne fin et apporte son expertise des affaires publiques avec un soupçon d'impertinence et toujours quelques grammes de sourire.;Radio;RTL;2016-10-17 07:50:00 UTC;100;12;3;0;Politique;Information,débat,politique,RTL,actualité,News & Politics,Alba Ventura,économie,opinion,société;;http://www.rtl.fr/podcast/l-edito-politique-en-video.xml;http://is2.mzstatic.com/image/thumb/Music71/v4/46/c3/7f/46c37f9a-1ec1-4265-d07e-3ff55796e392/source/100x100bb.jpg;http://is2.mzstatic.com/image/thumb/Music71/v4/46/c3/7f/46c37f9a-1ec1-4265-d07e-3ff55796e392/source/600x600bb.jpg
